url,status,detail,local_file,sha256
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Bakery-Boxes.jpg,downloaded,jpg 53KB,2024-10-kraft-bakery-boxes.jpg,02b76cc40e8dfa392c145baa122bea69f25796c1195ea138b12fc1715da8af78
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Bakery-Packaging.jpg,downloaded,jpg 27KB,2024-10-kraft-bakery-packaging.jpg,6e2864a91f0bbade0a08181d0622b80b70822a662d89a955fe53f2812a5d5cf9
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Box-with-Window-Packaging.jpg,downloaded,jpg 32KB,2024-10-kraft-box-with-window-packaging.jpg,967963b0c0851dd1a29378a629b82c69c2603a491ade42f047022da6100ab792
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Box-with-Window.jpg,downloaded,jpg 43KB,2024-10-kraft-box-with-window.jpg,10b32d733498e9ce8a1ff8081c88694a027df7970acbed6c69dc2f4f19b5323e
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Boxes-With-Lid-Packaging.jpg,downloaded,jpg 23KB,2024-10-kraft-boxes-with-lid-packaging.jpg,933850036c50fcb7de86ca693436610099ff65b597af8b9195b4a9f3f1ad82a2
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Boxes-With-Lid.jpg,downloaded,jpg 27KB,2024-10-kraft-boxes-with-lid.jpg,8f518b9d03ab54de2dee37691697feae3ff1f5d7762b91c1a5ba3921e3a7c1e1
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Cake-Boxes.jpg,downloaded,jpg 50KB,2024-10-kraft-cake-boxes.jpg,e3b2a0be8727d08d5969c73ffb63ba5bca71266decb0b7b8eaff71d288dac007
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Cake-Packaging.jpg,downloaded,jpg 33KB,2024-10-kraft-cake-packaging.jpg,12df7b6c7e8d5d904bce2e231e6d16d0b494522d4a5c32a452f4dc532d82bebf
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Candle-Boxes.jpg,downloaded,jpg 39KB,2024-10-kraft-candle-boxes.jpg,d16c6f1cf9052f13092658a22feb88161f72dea98a1b78926e5626b9fa274a1f
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Candle-Packaging.jpg,downloaded,jpg 38KB,2024-10-kraft-candle-packaging.jpg,30b84fe911aaaa5d783dbe0c201817373a5de18e1f6093f50c658f06b5e0a32a
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Candy-Boxes.jpg,downloaded,jpg 33KB,2024-10-kraft-candy-boxes.jpg,7bfb0abc43fff2e62956d9d4f1378d1c7b8b5b029587f752ebee949b7f86ec20
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Candy-Packaging.jpg,downloaded,jpg 55KB,2024-10-kraft-candy-packaging.jpg,1a4e3c72a81f46788874a21e291dbd51211871355b39c17fa93144f180bf3359
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Cardboard-Boxes.jpg,downloaded,jpg 45KB,2024-10-kraft-cardboard-boxes.jpg,cd2683429f1431c11d76b362e27f09e2d06a2b8b2b4c5bca94d40af4ccbdc4c3
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Cardboard-Packaging.jpg,downloaded,jpg 21KB,2024-10-kraft-cardboard-packaging.jpg,1c71d947d3b067f372c383b4badba77851a94fc70bcdf34e7f37f3d36aeff2b1
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Cookie-Boxes.jpg,downloaded,jpg 45KB,2024-10-kraft-cookie-boxes.jpg,66ab27ba0184defda6de5b8468113ed821c25441b803f4c434a386f640fe4bb6
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Cookie-Packaging.jpg,downloaded,jpg 47KB,2024-10-kraft-cookie-packaging.jpg,992ae0822598c3b1f0c84601082565f22b0dc7970f22a838232aa22ee90f3ae4
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Corrugated-Boxes.jpg,downloaded,jpg 41KB,2024-10-kraft-corrugated-boxes.jpg,931d6a875acb7a63a62338eb53254a9d6b062bfc07baae97bb4ec8485ae3f877
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Corrugated-Packaging.jpg,downloaded,jpg 30KB,2024-10-kraft-corrugated-packaging.jpg,f04644c1dda41ba78b75b8aaf4038c68e9f26a5aaf6e591a45e9d07fd92e49f7
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Cupcake-Boxes.jpg,downloaded,jpg 54KB,2024-10-kraft-cupcake-boxes.jpg,ce987127f12776c62fe3558ec813ac9f56b475b8da05500672b273837c0df2a9
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Cupcake-Packaging.jpg,downloaded,jpg 36KB,2024-10-kraft-cupcake-packaging.jpg,50564ccbc3b2686273494f04a531adad8a3826525065606ab287fb9445f3fd83
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Dispenser-Boxes.jpg,downloaded,jpg 35KB,2024-10-kraft-dispenser-boxes.jpg,e96b2b85e9f2daf240ace870b1f604d759ab9d501f7257b238dffce06c1ba6af
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Dispenser-Packaging.jpg,downloaded,jpg 45KB,2024-10-kraft-dispenser-packaging.jpg,abdabafdd2d3fe86e4ade4cf3ef9514f2951dbfab589b6d83ec754e5b9dade40
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Drawer-Boxes.jpg,downloaded,jpg 56KB,2024-10-kraft-drawer-boxes.jpg,33b63f428951f59d00a05f465c869306afd57fb392762fda0f082f11e4ab4c87
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Drawer-Packaging.jpg,downloaded,jpg 36KB,2024-10-kraft-drawer-packaging.jpg,6c5353d63f53bf12e8b134f1de1cfe818bced255c5a0cd227281f96f593b1449
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Favor-Boxes.jpg,downloaded,jpg 64KB,2024-10-kraft-favor-boxes.jpg,1d6942f319904f1991d1c1a506428b27d0ad6d9d424a6abbdc5fb9a121ea4fcc
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Favor-Packaging.jpg,downloaded,jpg 41KB,2024-10-kraft-favor-packaging.jpg,85ea7bfbe6e74ed20bee3c8312f13cec4b4c30c9994a64c9ac5c18cbbec978f1
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Food-Boxes.jpg,downloaded,jpg 66KB,2024-10-kraft-food-boxes.jpg,1503ee51a533f21495ec909022cf9898fc4b9d1283ef94bb8e935567d188112a
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Food-Packaging.jpg,downloaded,jpg 42KB,2024-10-kraft-food-packaging.jpg,86843a2abb91c108a8519e5ad04bd8f6670cd8305decfb5a1ae8ba846515b6ff
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Gable-Boxes.jpg,downloaded,jpg 26KB,2024-10-kraft-gable-boxes.jpg,43b0fffa4dcadf34794719110f8cbd0d22d77105ef040daff535fda06ec102a0
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Gable-Packaging.jpg,downloaded,jpg 43KB,2024-10-kraft-gable-packaging.jpg,a0fe554913d17da233fd9be670d19a00d0446035a6524df07c86a1f23ad97b23
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Gift-Boxes-With-Lids.jpg,downloaded,jpg 45KB,2024-10-kraft-gift-boxes-with-lids.jpg,e1e4318137cba451899a4eb0288caba5aa3efe61e5321bb1f0fe0bad3b7f2718
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Gift-with-Lids-Packaging.jpg,downloaded,jpg 37KB,2024-10-kraft-gift-with-lids-packaging.jpg,1766d6b66cfe831e99ff81973270cc53ad9b767953e68b7889e0280eaca29bae
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Jewelry-Boxes.jpg,downloaded,jpg 56KB,2024-10-kraft-jewelry-boxes.jpg,a24095a700ae622f530191180d675eea195c6cf4d378afb806bc87d031a83f05
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Jewelry-Packaging.jpg,downloaded,jpg 32KB,2024-10-kraft-jewelry-packaging.jpg,2c1f1c42b0c1465e251979790786bd3ee7d3d8b23507520d7a4f67bdc3c4072a
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Mailer-Boxes.jpg,downloaded,jpg 38KB,2024-10-kraft-mailer-boxes.jpg,cd9860734b55f8835629ca64752e4e5645108c34e7dbf2bf21bc810822f0ee27
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Mailer-Packaging.jpg,downloaded,jpg 29KB,2024-10-kraft-mailer-packaging.jpg,14656d42de0074c40f1f36449fa4cd45f663f19b63334d4e99066d716815994a
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Paper-Boxes.jpg,downloaded,jpg 65KB,2024-10-kraft-paper-boxes.jpg,80394cefc9889e14a5a064855982e96fd88a60d8c65bb8754c6bc06ff07e3949
https://kraftboxpack.com/wp-content/uploads/2024/10/Kraft-Paper-Dispenser-Boxes.jpg,downloaded,jpg 57KB,2024-10-kraft-paper-dispenser-boxes.jpg,d37a212dbee9d0bb627dd22bf1cd58d6554f0e33e1fb06ab85783f845eff4c98
